Authority Name,SNAC,LAid,Service Name,LGSL,LGIL,Service URL
Ashford Borough Council,29UB,7,Find out about Markets - stall rental,616,8,http://www.ashford.gov.uk/transport_and_streets/street_trading/street_trading_licences.aspx
Ashford Borough Council,29UB,7,Regulation of markets - stall rental,616,9,http://www.ashford.gov.uk/transport_and_streets/street_trading/street_trading_licences.aspx
Ashford Borough Council,29UB,7,Find a tourist information centre,623,8,http://www.ashford.gov.uk/default.aspx?page=7440
Ashford Borough Council,29UB,7,Find out about leisure activities for older people,640,8,http://www.ashford.gov.uk/community_and_living/older_people.aspx
Ashford Borough Council,29UB,7,Find out about sports clubs,641,8,http://www.ashford.gov.uk/default.aspx?page=7428
Ashford Borough Council,29UB,7,Find out about youth clubs,642,8,http://www.whatmattersashford.co.uk
Ashford Borough Council,29UB,7,Find out about activities for young people,643,8,http://www.whatmattersashford.co.uk
Ashford Borough Council,29UB,7,Book a sports facility,644,1,http://www.ashford.gov.uk/default.aspx?page=7691
Ashford Borough Council,29UB,7,Find out about sports facilities,644,8,http://www.ashford.gov.uk/default.aspx?page=7691
Ashford Borough Council,29UB,7,Find out about licences - private clubs,646,8,http://www.ashford.gov.uk/health_and_wellbeing/licensing/club_certificates.aspx
Ashford Borough Council,29UB,7,Regulation of licences - private clubs,646,9,http://www.ashford.gov.uk/health_and_wellbeing/licensing/club_certificates.aspx
Ashford Borough Council,29UB,7,Find out about licences - street collection,647,8,http://www.ashford.gov.uk/community_and_living/voluntary_and_community/charitable_collections.aspx
Ashford Borough Council,29UB,7,Regulation of licences - street collection,647,9,http://www.ashford.gov.uk/community_and_living/voluntary_and_community/charitable_collections.aspx
Ashford Borough Council,29UB,7,Find out about licences - house to house collection ,648,8,http://www.ashford.gov.uk/community_and_living/voluntary_and_community/charitable_collections.aspx
Ashford Borough Council,29UB,7,Regulation of licences - house to house collection ,648,9,http://www.ashford.gov.uk/community_and_living/voluntary_and_community/charitable_collections.aspx
Ashford Borough Council,29UB,7,Find out about common land and village greens,649,8,http://www.ashford.gov.uk/about_the_borough/leisure_and_tourism/enjoying_the_countryside/parks_and_open_spaces.aspx
Ashford Borough Council,29UB,7,Find out about properties which are not fit to live in,650,8,http://www.ashford.gov.uk/news_and_events/latest_news/have_your_say.aspx
Ashford Borough Council,29UB,7,Find out about advice for tenants and landlords in the private sector,652,8,http://www.ashford.gov.uk/default.aspx?page=7212
Ashford Borough Council,29UB,7,Apply for permission to alter your council home,654,0,http://www.ashford.gov.uk/default.aspx?page=9145
Ashford Borough Council,29UB,7,Find out about improving a council property,654,8,http://www.ashford.gov.uk/default.aspx?page=9145
Ashford Borough Council,29UB,7,Find out about gypsy and traveller sites,655,8,http://www.ashford.gov.uk/default.aspx?page=9435
Ashford Borough Council,29UB,7,Find out about alley gating,657,8,http://www.ashford.gov.uk/default.aspx?page=7176
Ashford Borough Council,29UB,7,Find out about blocked drains,664,8,http://www.ashford.gov.uk/default.aspx?page=7268
Ashford Borough Council,29UB,7,Find out about play facilities in the community,670,8,http://www.ashford.gov.uk/default.aspx?page=8379
Ashford Borough Council,29UB,7,Find out about a council funeral,671,8,http://www.ashford.gov.uk/default.aspx?page=7198
Ashford Borough Council,29UB,7,Find out about licences - markets,679,8,http://www.ashford.gov.uk/transport_and_streets/street_trading/street_trading_licences.aspx
Ashford Borough Council,29UB,7,regulation of licences - markets,679,9,http://www.ashford.gov.uk/transport_and_streets/street_trading/street_trading_licences.aspx
Ashford Borough Council,29UB,7,Find out about registration - tattooists piercing and electrolysis,680,8,http://www.ashford.gov.uk/health_and_wellbeing/licensing/skin_piercing_licences/tattooing.aspx
Ashford Borough Council,29UB,7,Regulation of registration - tattooists piercing and electrolysis,680,9,http://www.ashford.gov.uk/health_and_wellbeing/licensing/skin_piercing_licences/tattooing.aspx
Ashford Borough Council,29UB,7,Find out about open and derelict properties,684,8,http://www.ashford.gov.uk/community_and_living/housing/private_rented_sector/open_and_derelict_properties.aspx
Ashford Borough Council,29UB,7,Find out about licences - hairdressers,694,8,http://www.ashford.gov.uk/health_and_wellbeing/licensing/hairdressing.aspx
Ashford Borough Council,29UB,7,Regulation of licences - hairdressers,694,9,http://www.ashford.gov.uk/health_and_wellbeing/licensing/hairdressing.aspx
Ashford Borough Council,29UB,7,Find out about: Licences - riding establishment,696,8,http://www.ashford.gov.uk/environment/animal_welfare/riding_establishments.aspx
Ashford Borough Council,29UB,7,Regulation of licences - riding establishment,696,9,http://www.ashford.gov.uk/environment/animal_welfare/riding_establishments.aspx
Ashford Borough Council,29UB,7,Find out about: Licenses - zoos,699,8,http://www.ashford.gov.uk/about_the_borough/leisure_and_tourism/tourist_attractions/animal_magic.aspx
Ashford Borough Council,29UB,7,Regulation of licences - zoos,699,9,http://www.ashford.gov.uk/about_the_borough/leisure_and_tourism/tourist_attractions/animal_magic.aspx
Ashford Borough Council,29UB,7,Find out about emergency planning for a major incident,703,8,http://www.ashford.gov.uk/default.aspx?page=7245
Ashford Borough Council,29UB,7,Find out about  cooling tower registration  ,707,8,http://www.ashford.gov.uk/health_and_wellbeing/health_and_safety_at_work/cooling_tower_notification.aspx
Ashford Borough Council,29UB,7,Regulation of cooling tower registration,707,9,http://www.ashford.gov.uk/health_and_wellbeing/health_and_safety_at_work/cooling_tower_notification.aspx
Ashford Borough Council,29UB,7,Request a change of council tenancy,711,0,http://www.ashford.gov.uk/default.aspx?page=9140
Ashford Borough Council,29UB,7,Find out about changing a council tenancy,711,8,http://www.ashford.gov.uk/default.aspx?page=9140
Ashford Borough Council,29UB,7,Find out about local council meetings,719,8,https://secure.ashford.gov.uk/cgi-bin/committee/index.cfm
Ashford Borough Council,29UB,7,Find out about election results,721,8,http://www.ashford.gov.uk/default.aspx?page=7012
Ashford Borough Council,29UB,7,Make a freedom of information request,722,0,http://www.ashford.gov.uk/default.aspx?page=10701
Ashford Borough Council,29UB,7,Find out about freedom of information requests,722,8,http://www.ashford.gov.uk/default.aspx?page=6910
Ashford Borough Council,29UB,7,Find out about holiday accommodation,734,8,http://www.ashford.gov.uk/default.aspx?page=7432
Ashford Borough Council,29UB,7,Find out about licences - caravan sites,743,8,http://www.ashford.gov.uk/health_and_wellbeing/licensing/caravans_and_camp_sites.aspx
Ashford Borough Council,29UB,7,Regulation of licences - caravan sites,743,9,http://www.ashford.gov.uk/health_and_wellbeing/licensing/caravans_and_camp_sites.aspx
Ashford Borough Council,29UB,7,Find out about countryside volunteering,750,8,http://www.ashford.gov.uk/community_and_living/voluntary_and_community.aspx
Ashford Borough Council,29UB,7,Find out about licences - entertainment,797,8,http://www.ashford.gov.uk/health_and_wellbeing/licensing/premises_licences.aspx
Ashford Borough Council,29UB,7,Regulation of licences - entertainment,797,9,http://www.ashford.gov.uk/health_and_wellbeing/licensing/premises_licences.aspx
Ashford Borough Council,29UB,7,Find out about local arts events,838,8,http://www.ashford.gov.uk/default.aspx?page=7417
Ashford Borough Council,29UB,7,Request collection of hazardous waste,850,0,http://www.ashford.gov.uk/default.aspx?page=8696
Ashford Borough Council,29UB,7,Find out about hazardous waste collection,850,8,http://www.ashford.gov.uk/default.aspx?page=8696
Ashford Borough Council,29UB,7,Find out about recycling,851,8,http://www.ashford.gov.uk/default.aspx?page=7254
Ashford Borough Council,29UB,7,Find out about licences: alcohol and entertainment - premises ,860,8,http://www.ashford.gov.uk/health_and_wellbeing/alcohol.aspx
Ashford Borough Council,29UB,7,Regulation of licences - alcohol and entertainment premises,860,9,http://www.ashford.gov.uk/health_and_wellbeing/alcohol.aspx
Ashford Borough Council,29UB,7,Find out about licences - homes in multiple occupancy,898,8,http://www.ashford.gov.uk/community_and_living/housing/private_rented_sector/houses_in_multiple_occupation.aspx
Ashford Borough Council,29UB,7,Regulation of licences - homes in multiple occupancy,898,9,http://www.ashford.gov.uk/community_and_living/housing/private_rented_sector/houses_in_multiple_occupation.aspx
Ashford Borough Council,29UB,7,Find out about licences - alcohol and entertainment - temporary event,1071,8,http://www.ashford.gov.uk/health_and_wellbeing/licensing/temporary_event_notices.aspx
